Complexity,Loss,Equation
1,2134.1487,"74.113754"
3,32.78582,"x0 * 3.5728312"
5,29.595634,"(x0 * 3.696763) - 3.5112858"
6,29.458445,"(x0 - tanh(x0)) * 3.7035618"
7,27.403828,"(x0 - sin(sqrt(x0))) * 3.51738"
9,26.38409,"((x0 - sin(sqrt(x0))) * 3.5712507) - 0.9942138"
