Complexity,Loss,Equation
1,252.41576,"27.270466"
3,1.7189132,"x0 * 2.163179"
5,1.0234085,"(x0 * 2.9180489) ^ 0.9246376"
7,0.84805655,"((x0 * 3.8875935) ^ 0.8717042) - 1.5108083"
