Complexity,Loss,Equation
1,124.27357,"-20.65867"
2,116.3767,"neg(x0)"
3,49.80984,"-8.158831 - x0"
4,41.676857,"sqrt(x0) / -0.15665315"
6,40.661522,"(sqrt(x0) * -7.113656) + 2.7706096"
7,28.477856,"(x0 - (1.1207685 ^ x0)) * -3.0421636"
9,28.124846,"((x0 - (1.1210579 ^ x0)) * -3.0087676) - 0.42941523"
