Complexity,Loss,Equation
1,578.03827,"-5.9303923"
3,562.5801,"x0 * -0.2917178"
4,553.7148,"neg(1.0737412 ^ x0)"
5,489.34375,"-64.41274 / (43.177193 - x0)"
6,72.914024,"cos(x0 * 0.21988048) * 32.81918"
8,26.230127,"(cos(x0 * 0.216824) + -0.21133018) * 33.43776"
9,26.229918,"(neg(cos(x0 * -0.21681608)) * -33.445324) + -7.0587225"
