Complexity,Loss,Equation
1,124.27357,"-20.65867"
3,49.80984,"-8.158831 - x0"
4,41.676857,"sqrt(x0) * -6.3835535"
6,31.077595,"sin(x0 * 0.0808376) * -29.706818"
8,29.103844,"sin(x0 * -0.099800944) * (x0 + 14.318874)"
9,28.073143,"(x0 + 18.683334) * sin(sin(x0 * -0.100833625))"
