Complexity,Loss,Equation
1,791.2204,"11.544714"
3,777.14197,"1.0852075 ^ x0"
4,772.70306,"exp(1.0297194 ^ x0)"
5,700.4967,"x0 ^ cos(sqrt(x0))"
6,63.43456,"sin(x0 * 0.22424728) * 41.990974"
7,53.550957,"52.732445 * tanh(sin(x0 * 0.22543113))"
8,52.729153,"sin(sin(sin(x0 * 0.22543113))) * 52.732445"
9,47.73613,"(sin(sin(x0 * 0.22523856)) * 46.483242) + 3.0336232"
