Complexity,Loss,Equation
1,120.068474,"-1.6716189"
3,28.655064,"10.828054 - x0"
5,21.399916,"14.424529 - (x0 ^ 1.091936)"
6,18.892467,"cos(x0 * 0.1294995) * 13.963029"
7,16.697683,"(x0 + 11.33781) - (x0 ^ 1.2576559)"
8,6.5107813,"(x0 * cos(0.14950264 * x0)) + 5.4855485"
