track_idx,event_id,n_hits,n_obs,kx,ky,kz,k_sr,k_helix,old_log_ratio,old_chi2nu_sr,old_chi2nu_helix,chi2_sr_total_recovered,chi2_helix_total_recovered,chi2nu_sr_K,chi2nu_helix_K,log_ratio_K
77,event100000078-hits,25,75,32,32,32,96,5,-15.626197861917476,0.010799448845683684,66034.83487825752,0.7991592145805926,4952612.615869314,0.7991592145805926,70751.60879813306,-11.391125640200258
78,event100000079-hits,25,75,32,32,32,96,5,-14.191744083316747,0.002060985104814968,3002.416907258537,0.15251289775630764,225181.26804439028,0.15251289775630764,3216.875257777004,-9.95667186159953
79,event100000080-hits,29,87,32,32,32,96,5,-13.125667774836119,0.15945090631495662,79989.33348276472,13.71277794308627,6959072.01300053,13.71277794308627,84866.73186586013,-8.730509349972941
80,event100000081-hits,45,135,39,32,32,103,5,-8.673137559327467,7.986780356023918,46673.19419271193,1070.228567707205,6300881.216016111,33.444642740850156,48468.31704627778,-7.278773990159129
81,event100000082-hits,25,75,32,32,32,96,5,-15.591810930838301,0.019953528059302016,117884.61954636886,1.4765610763883492,8841346.465977665,1.4765610763883492,126304.94951396664,-11.356738709121084
82,event100000083-hits,25,75,32,32,32,96,5,-14.281810063433369,0.050332814205108475,80234.75216294118,3.7246282511780273,6017606.412220588,3.7246282511780273,85965.80588886554,-10.046737841716151
83,event100000084-hits,25,75,32,32,32,96,5,-40.6269909745553,6.557730284423869e-16,288.9558870536579,4.852720410473663e-14,21671.69152902434,4.852720410473663e-14,309.5955932717763,-36.39191875283808
84,event100000085-hits,43,129,39,77,32,148,5,-9.78561220632893,59.891727602979074,1064643.541685026,7666.1411331813215,137339016.87736833,7666.1411331813215,1107572.7167529704,-4.973112781165947
85,event100000086-hits,27,81,32,32,32,96,5,-15.119445470204429,0.12852109941850776,473441.3314353798,10.28168795348062,38348747.84626576,10.28168795348062,504588.7874508653,-10.801134649916657
86,event100000087-hits,25,75,32,32,32,96,5,-8.024656281485585,0.11074911903675724,338.379638794779,8.195434808720035,25378.472909608427,8.195434808720035,362.5496129944061,-3.7895840597683677
