Complexity,Loss,Equation
1,158.94644,"17.262096"
3,35.72239,"x0 * 39.889828"
4,26.06965,"sin(x0) * 45.233032"
5,20.990103,"49.468987 * sin(sin(x0))"
6,9.923584,"sin(x0 * 1.9831007) * 32.58415"
7,4.4811726,"x0 * (58.679577 * sin(exp(x0)))"
9,3.836041,"((sin(exp(x0)) * 60.14153) * x0) - 1.1924922"
10,2.0202484,"(sin((x0 + -10.830292) * 3.5723097) * 20.630367) - -15.585872"
