track_idx,event_id,n_hits,n_obs,kx,ky,kz,k_sr,k_helix,old_log_ratio,old_chi2nu_sr,old_chi2nu_helix,chi2_sr_total_recovered,chi2_helix_total_recovered,chi2nu_sr_K,chi2nu_helix_K,log_ratio_K
0,event100000001-hits,43,129,41,42,39,122,5,-13.405255229674772,7.582034204129387,5030534.294405329,970.5003781285616,648938923.9782875,138.64291116122308,5233378.419179738,-10.538665953567104
1,event100000002-hits,25,75,32,32,32,96,5,-16.18841961257004,0.08207943531370665,880593.8912783848,6.073878213214292,66044541.84587886,6.073878213214292,943493.4549411266,-11.953347390852821
2,event100000003-hits,25,75,32,32,32,96,5,-43.11155221537304,7.446652087805726e-17,393.6137827345865,5.510522544976238e-15,29521.033705093985,5.510522544976238e-15,421.7290529299141,-38.87647999365582
3,event100000004-hits,25,75,32,32,32,96,5,-20.447368012229944,1.5215884165793717e-07,115.47189435050996,1.125975428268735e-05,8660.392076288246,1.125975428268735e-05,123.7198868041178,-16.212295790512727
4,event100000005-hits,53,159,77,39,77,193,5,-6.52563186363638,185.49420508050866,126583.25408558683,29308.084402720368,20126737.399608307,29308.084402720368,130693.09999745653,-1.4949884304160155
5,event100000006-hits,25,75,32,32,32,96,5,-14.535024454868724,0.02996736203843172,61536.02368399933,2.217584790843947,4615201.77629995,2.217584790843947,65931.45394714214,-10.299952233151506
6,event100000007-hits,25,75,32,32,32,96,5,-20.033699996601595,3.369341975625242e-05,16907.151844725806,0.002493313061962679,1268036.3883544353,0.002493313061962679,18114.805547920503,-15.798627774884375
7,event100000008-hits,25,75,32,32,33,97,5,-8.538251444979068,295.5950480414598,1509428.8341203353,21874.033555068025,113207162.55902515,21874.033555068025,1617245.179414645,-4.303179223261848
8,event100000009-hits,49,147,32,39,32,103,5,-11.781869908259464,3.6300407773254917,475020.76122139255,529.9859534895218,69828051.8995447,12.04513530658004,491746.8443629909,-10.617058449646864
9,event100000010-hits,41,123,39,39,39,117,5,-9.383245672322479,76.66962538114225,911412.8744807941,9353.694296499354,112103783.56113768,1558.949049416559,950032.064077438,-6.41248382772403
10,event100000011-hits,25,75,32,32,32,96,5,-14.561412308996738,0.036664302070854846,77300.87979551367,2.7131583532432586,5797565.984663526,2.7131583532432586,82822.37120947894,-10.32634008727952
11,event100000012-hits,29,87,32,32,32,96,5,-12.857351245191719,0.18254212664849367,70022.8533056881,15.698622891770455,6091988.237594864,15.698622891770455,74292.5394828642,-8.462192820328543
12,event100000013-hits,25,75,32,32,32,96,5,-42.42648509404811,1.3115723393690502e-15,3494.4643309769413,9.705635311330972e-14,262084.82482327058,9.705635311330972e-14,3744.0689260467225,-38.191412872330886
13,event100000014-hits,25,75,32,32,32,96,5,-17.234557047556873,0.0020108940920778515,61413.2699452622,0.14880616281376102,4605995.245894665,0.14880616281376102,65799.9320842095,-12.999484825839655
14,event100000015-hits,25,75,32,32,32,96,5,-14.585760894672154,0.1143247645456243,246976.58800533364,8.460032576376198,18523244.100400023,8.460032576376198,264617.7728628575,-10.350688672954936
15,event100000016-hits,61,183,39,32,32,103,5,-4.769027519201696,145.7692473015121,17172.291296709827,26530.003008875203,3142529.3072978985,331.62503761094,17654.659029763476,-3.9747500693481186
16,event100000017-hits,25,75,32,32,32,96,5,-9.964525519787573,0.054584786078485895,1160.4062536789133,4.039274169807956,87030.4690259185,4.039274169807956,1243.2924146559785,-5.729453298070355
17,event100000018-hits,25,75,32,32,32,96,5,-13.850972701005462,0.051811898677374325,53682.22655631675,3.8340805021257003,4026166.9917237563,3.8340805021257003,57516.67131033938,-9.615900479288245
18,event100000019-hits,69,207,32,39,39,110,5,-15.171254642537264,0.4550102800427706,1765279.1169318033,93.73211768881075,365412777.2048833,0.9663104916372242,1808974.14457863,-14.442540548115229
19,event100000020-hits,25,75,32,32,32,96,5,-38.39984353177313,1.9911602248762346e-15,94.61202983806962,1.4734585664084135e-13,7095.902237855221,1.4734585664084135e-13,101.3700319693603,-34.16477131005591
20,event100000021-hits,25,75,39,32,32,103,5,-12.147829255224776,0.17324355160460353,32688.296690288335,12.82002281874066,2451622.251771625,12.82002281874066,35023.175025308934,-7.912757033507558
21,event100000022-hits,25,75,32,32,32,96,5,-11.437161191634308,0.010152015815116044,941.1271012759507,0.7512491703185873,70584.5325956963,0.7512491703185873,1008.3504656528044,-7.20208896991709
22,event100000023-hits,25,75,32,32,32,96,5,-44.517703630898765,1.6526453766228313e-16,3564.287330670047,1.2229575787008951e-14,267321.54980025353,1.2229575787008951e-14,3818.8792828607648,-40.28263140918155
23,event100000024-hits,47,141,32,39,32,103,5,-11.664666243308384,5.172441867502284,601999.0433201706,724.1418614503198,84881865.10814406,19.056364775008415,624131.3610892945,-10.39671498506758
24,event100000025-hits,25,75,32,32,32,96,5,-43.072878057672106,2.809241664863445e-16,1428.5727480224616,2.078838831998949e-14,107142.95610168463,2.078838831998949e-14,1530.6136585954946,-38.83780583595489
25,event100000026-hits,33,99,39,42,39,120,5,-17.36028346302097,0.006670050458661274,230995.98512795634,0.6536649449488049,22868602.52766768,0.6536649449488049,243283.00561348593,-12.827141052214984
26,event100000027-hits,35,105,42,41,39,122,5,-7.088103217418796,4.107297983634236,4919.039686782807,427.1589902979606,516499.1671121947,427.1589902979606,5164.991671121947,-2.4925024824468553
27,event100000028-hits,27,81,32,32,32,96,5,-14.679301741478767,0.019716896291264628,46771.17673318418,1.5773517033011704,3788465.315387918,1.5773517033011704,49848.227834051555,-10.360990921190993
28,event100000029-hits,25,75,32,32,32,96,5,-44.21965851714273,1.1315880701683408e-17,181.1515464563949,8.373751719245722e-16,13586.365984229617,8.373751719245722e-16,194.09094263185168,-39.984586295425515
29,event100000030-hits,25,75,32,32,32,96,5,-18.06460928507334,1.375681217999286e-05,963.5581701334692,0.0010180041013194716,72266.86276001019,0.0010180041013194716,1032.3837537144314,-13.829537063356122
30,event100000031-hits,25,75,32,32,32,96,5,-16.41838505912845,0.0006790863609527549,9169.360358208229,0.05025239071050386,687702.0268656171,0.05025239071050386,9824.314669508816,-12.183312837411231
31,event100000032-hits,27,81,32,32,32,96,5,-17.206694438984687,0.04332275519334077,1286733.2254601282,3.465820415467262,104225391.26227038,3.465820415467262,1371386.7271351365,-12.888383618696913
32,event100000033-hits,25,75,32,32,32,96,5,-37.71416678488068,3.5840532709439937e-16,8.578848143881494,2.6521994204985554e-14,643.4136107911121,2.6521994204985554e-14,9.191623011301601,-33.47909456316346
33,event100000034-hits,25,75,32,32,32,96,5,-14.950570249313476,0.0005559109215479804,1729.6385927119757,0.04113740819455054,129722.89445339817,0.04113740819455054,1853.1842064771167,-10.715498027596258
34,event100000035-hits,51,153,39,39,32,110,5,-12.164176422885417,7.587792006287672,1455291.9097289531,1153.3443849557261,222659662.18852982,26.82196244083084,1504457.1769495257,-10.934721665361023
35,event100000036-hits,25,75,32,32,32,96,5,-15.361790264387597,0.0026999507052130637,12673.500287176099,0.19979635218576672,950512.5215382074,0.19979635218576672,13578.750307688677,-11.12671804267038
36,event100000037-hits,35,105,39,39,42,120,5,-8.406386682770599,2.9010501877694557,12983.823142603907,301.70921952802337,1363301.4299734102,301.70921952802337,13633.014299734103,-3.8107859477986583
37,event100000038-hits,25,75,32,32,32,96,5,-15.904723340735805,0.010780547106296614,87091.22207596063,0.7977604858659494,6531841.655697047,0.7977604858659494,93312.02365281495,-11.669651119018585
38,event100000039-hits,57,171,39,39,32,110,5,-9.144962951109967,136.79869626360426,1281412.3499737661,23255.778364812722,219121511.845514,381.2422682756184,1320009.1075030963,-8.149714146379132
39,event100000040-hits,42,126,32,78,42,152,5,-11.262660027065785,24.372189554853513,1897604.2680921431,3046.5236943566892,239098137.77961004,3046.5236943566892,1976017.667600083,-6.474837651118221
40,event100000041-hits,41,123,39,39,39,117,5,-13.370809849082923,0.8179658557696976,524329.2809587105,99.79183440390311,64492501.55792139,16.63197240065052,546546.6233722152,-10.400048004484475
41,event100000042-hits,25,75,32,32,32,96,5,-43.46788332777294,2.553258798002183e-15,19273.32772933076,1.8894115105216155e-13,1445499.5796998069,1.8894115105216155e-13,20649.993995711528,-39.23281110605572
42,event100000043-hits,25,75,32,32,32,96,5,-46.65429725655125,3.532819529047493e-16,64539.45713112048,2.6142864514951446e-14,4840459.284834036,2.6142864514951446e-14,69149.41835477194,-42.419225034834035
43,event100000044-hits,25,75,32,32,32,96,5,-29.087825627995006,3.223622997664143e-09,13836.505059052524,2.385481018271466e-07,1037737.8794289393,2.385481018271466e-07,14824.826848984847,-24.852753406277788
