Complexity,Loss,Equation
1,657.4827,"-1.5321473"
3,538.7069,"x0 * -0.13031864"
4,478.9213,"neg(1.0252146 ^ x0)"
5,286.29987,"31.613255 - (x0 * 0.45402288)"
6,112.75614,"sin(x0 / 24.752369) * 32.23909"
7,102.53748,"tanh(sin(x0 * 0.040720202)) * 40.210205"
8,97.881096,"tanh(tanh(sin(x0 * 0.04123776))) * 45.75486"
9,96.34884,"tanh(tanh(sin(sin(x0 * 0.041236013)))) * 49.291546"
