Complexity,Loss,Equation
1,606.8261,"-11.31079"
4,589.5531,"sech(x0) * -65.95315"
5,503.53928,"-62.40782 / (1.2642485 ^ x0)"
6,102.702515,"cos(x0 * -0.19580662) * -36.3907"
8,30.842272,"(cos(x0 * -0.19864993) * -34.843475) + -8.767256"
