Complexity,Loss,Equation
1,23.07293,"5.740651"
2,20.26472,"sqrt(x0)"
3,0.3157095,"1.1256127 ^ x0"
5,0.053323764,"(x0 / 5.1435328) ^ 1.785997"
7,0.004358177,"0.48641777 - ((x0 * -0.026805628) * x0)"
9,0.0043581715,"exp(log(0.48641777 - ((-0.026805628 * x0) * x0)))"
