Complexity,Loss,Equation
1,18.195992,"-3.7235792"
3,3.5481794,"x0 * -0.381386"
5,0.4824163,"(x0 * -0.021160033) * x0"
7,0.08713328,"(x0 * (x0 * -0.023750124)) + 0.93187386"
9,0.03296419,"(((x0 * -0.018904978) - 0.12463553) * x0) + 1.4778553"
