Complexity,Loss,Equation
1,214.05875,"27.674276"
3,2.9843566,"x0 / 0.44792676"
4,2.9843564,"log(9.323278 ^ x0)"
5,0.044504777,"3.3287907 - (x0 * -2.0287101)"
7,0.007939294,"((x0 - -1.0789118) ^ 0.94245666) * 2.4767742"
9,0.0004996546,"(((x0 * -0.0045204214) - -2.1371953) * x0) + 2.9129927"
