0.000000000000000000e+00,-2.179420207653855801e+00
1.000000000000000000e+00,-3.347463968970057380e+00
2.000000000000000000e+00,-4.257850558923487405e+00
3.000000000000000000e+00,-4.890935921408434695e+00
4.000000000000000000e+00,-5.226146106997280327e+00
5.000000000000000000e+00,-5.243534559008953266e+00
6.000000000000000000e+00,-4.923959393723571054e+00
7.000000000000000000e+00,-4.250764123359029867e+00
8.000000000000000000e+00,-3.210123971235358198e+00
9.000000000000000000e+00,-1.796071004411032845e+00
1.000000000000000000e+01,-9.355339264303000335e-03
1.100000000000000000e+01,2.133707996644275795e+00
1.200000000000000000e+01,4.597712121286686937e+00
1.300000000000000000e+01,7.306369731343274054e+00
1.400000000000000000e+01,1.011019574573753665e+01
1.500000000000000000e+01,1.261340861969543070e+01
1.600000000000000000e+01,1.235881903711360330e+01
1.700000000000000000e+01,-8.203136783358857542e-01
1.800000000000000000e+01,-9.740718329601069314e+00
1.900000000000000000e+01,-2.403769508944345645e+01
2.000000000000000000e+01,-2.934188279152056111e+01
2.100000000000000000e+01,-3.275270938637713414e+01
2.200000000000000000e+01,-3.512422984652454261e+01
2.300000000000000000e+01,-3.669748229719890276e+01
2.400000000000000000e+01,-3.724842475472425463e+01
2.500000000000000000e+01,-3.441366502412979855e+01
2.600000000000000000e+01,-3.161355235987414503e+01
2.700000000000000000e+01,-2.950294209122856159e+01
2.800000000000000000e+01,-2.768595261444745148e+01
2.900000000000000000e+01,-2.605781579777316281e+01
3.000000000000000000e+01,-2.457219485824345284e+01
3.100000000000000000e+01,-2.320048956496162518e+01
3.200000000000000000e+01,-2.192458854584473826e+01
3.300000000000000000e+01,-2.073396735068742558e+01
3.400000000000000000e+01,-1.961691401233519017e+01
3.500000000000000000e+01,-1.856627199180958954e+01
3.600000000000000000e+01,-1.757491107019691512e+01
3.700000000000000000e+01,-1.663571298834381551e+01
3.800000000000000000e+01,-1.573924117612039808e+01
3.900000000000000000e+01,-1.487305617932956459e+01
4.000000000000000000e+01,-1.401370164711269162e+01
4.100000000000000000e+01,-1.309238898324423772e+01
4.200000000000000000e+01,-1.118649192285705674e+01
4.300000000000000000e+01,-1.093504259389786348e+01
4.400000000000000000e+01,-1.083271070944586612e+01
4.500000000000000000e+01,-1.081149112237075549e+01
4.600000000000000000e+01,-1.084919086327481530e+01
4.700000000000000000e+01,-1.093505466509430946e+01
4.800000000000000000e+01,-1.106294421609552003e+01
4.900000000000000000e+01,-1.122855843255106478e+01
5.000000000000000000e+01,-1.142894777100316439e+01
5.100000000000000000e+01,-1.166140795247899931e+01
5.200000000000000000e+01,-1.192373082702976816e+01
5.300000000000000000e+01,-1.221443101527407649e+01
5.400000000000000000e+01,-1.253111344003555061e+01
5.500000000000000000e+01,-1.287161296003815281e+01
5.600000000000000000e+01,-1.323484600538902711e+01
5.700000000000000000e+01,-1.361766089009351965e+01
5.800000000000000000e+01,-1.401799096776601949e+01
5.900000000000000000e+01,-1.443328339037796226e+01
6.000000000000000000e+01,-1.485907637636832312e+01
