Complexity,Loss,Equation
1,592.4182,"-46.07528"
3,313.5683,"x0 * -3.3619523"
4,202.84229,"sqrt(x0) * -14.177588"
5,202.38965,"(x0 ^ 0.52491176) * -13.238707"
6,170.03572,"(sqrt(x0) - 7.6895485) * x0"
7,157.08559,"x0 * ((x0 ^ 0.5734479) - 8.737945)"
9,135.59305,"x0 * (((x0 * x0) * 0.0053886366) + -5.462481)"
