Complexity,Loss,Equation
1,252.41576,"27.270466"
3,1.7189126,"x0 / 0.46228284"
5,1.0234126,"(x0 ^ 0.924491) * 2.692976"
7,0.47526786,"((0.97266394 ^ x0) * x0) ^ 1.5454885"
8,0.17279364,"x0 * sqrt(4.417855 - cos(sqrt(x0)))"
9,0.13148299,"x0 * sqrt(4.417855 - sin(cos(sqrt(x0))))"
