,particle_id,r,phi,z,layer_id,hit_id
684,436,3.1007018434519,0.1389337334579865,-5.1030483044183015,1,685
685,436,5.18015948842399,0.1439783716406656,-8.487238030599833,2,686
686,436,7.259578123158594,0.1534467747428588,-11.750533386249655,3,687
687,436,9.337964748652354,0.1657404362405929,-14.85443662158596,4,688
688,436,11.416859228696431,0.1797671716775778,-17.785380031154734,5,689
689,436,13.49630202791735,0.1947931878396932,-20.539456458723464,6,690
690,436,15.5765404031684,0.2103385480129434,-23.119629012176382,7,691
691,436,17.65450223431479,0.2260681373000676,-25.528532875816563,8,692
692,436,19.734720076446514,0.2418180024744816,-27.779336960238275,9,693
693,436,21.81409393569777,0.2574423002979297,-29.877060295452303,10,694
694,436,23.8928229907496,0.2728711921929282,-31.83066765556314,11,695
695,436,25.97253319498561,0.2880796796331792,-33.650034589721535,12,696
696,436,28.050256711553285,0.3030329414180702,-35.34067831265682,13,697
697,436,30.13092470263494,0.3177697414601428,-36.914161685684974,14,698
698,436,32.210132917399164,0.3322744081761009,-38.37429152071103,15,699
699,436,34.28859052016015,0.3465777675262119,-39.72870376708255,16,700
700,436,36.36776071481808,0.3607240512273608,-40.98512413847459,17,701
701,436,38.44709714611023,0.3747523999928763,-42.149904757987215,18,702
702,436,40.52654582738844,0.3887158081945575,-43.22996303300932,19,703
703,436,42.604659409439,0.4026719902657764,-44.23219349348471,20,704
704,436,44.68395219237459,0.4167264691518637,-45.16669451719845,21,705
705,436,46.76283777227061,0.4309927085319344,-46.04422985661926,22,706
706,436,48.84223666522294,0.4456680921252554,-46.88232771511219,23,707
707,436,50.92148051661176,0.4610878426257181,-47.71159077662688,24,708
708,436,53.00034359123536,0.4780356983804186,-48.60759819128251,25,709
