,particle_id,r,phi,z,layer_id,hit_id
458,476,3.100514552819565,2.2664160864920384,7.802082782575136,1,459
459,476,3.0997415310633305,2.5234783416856508,30.00868381031473,1,460
460,476,3.100193263535623,-1.32293130022065,42.42360720597053,1,461
461,476,5.180506391877004,-1.1679915557400675,45.29585988884851,2,462
462,476,7.259218096136678,-1.1028096571166026,47.665819156650336,3,463
463,476,9.339339799453697,-1.0667588666317718,49.69703800840644,4,464
464,476,11.418197314414488,-1.0440512851268615,51.46279781939645,5,465
465,476,13.498611347646824,-1.0286034331411955,53.01228358574065,6,466
466,476,15.576590637895054,-1.01761023400509,54.37480218483015,7,467
467,476,17.655461244013193,-1.0095388349169312,55.5762385852376,8,468
468,476,19.73480773637792,-1.003509907714472,56.63409157710943,9,469
469,476,21.814508697737647,-0.9989710132486326,57.56225780776684,10,470
470,476,23.893690789084,-0.995558049737628,58.37162238047234,11,471
471,476,25.973382849586542,-0.9930171782050116,59.071777304027286,12,472
472,476,28.052678395531544,-0.9911697620648832,59.67001139235176,13,473
473,476,30.13176988713468,-0.9898833377401168,60.17278308088555,14,474
474,476,32.21178469909,-0.989058119417266,60.58568481146676,15,475
475,476,34.290921964606255,-0.9886185015628124,60.912914193716,16,476
476,476,36.36786072432393,-0.9885042838307316,61.15833303167795,17,477
477,476,38.44925110697269,-0.9886680555772316,61.32592175007277,18,478
478,476,40.527073049606834,-0.9890710202141064,61.41782518265305,19,479
479,476,42.60483136397677,-0.9896818812488436,61.43681702961543,20,480
480,476,44.68629737830118,-0.990476257054242,61.38479821001614,21,481
481,476,46.76387730227462,-0.9914294409870358,61.26369172181722,22,482
482,476,48.84535229956894,-0.9925264846590144,61.07446950862969,23,483
483,476,50.92318675994334,-0.9937475904635252,60.81894618686995,24,484
484,476,53.00130072896668,-0.9950809989890912,60.49767633214611,25,485
