,particle_id,r,phi,z,layer_id,hit_id
333,378,3.100248526794528,0.6494130215188674,-4.49278555609536,1,334
334,378,5.1795906666591,0.6581561758183885,-7.613406821455872,2,335
335,378,7.259808213713936,0.6696449559604537,-10.808576884283204,3,336
336,378,9.33837005057828,0.6837299860166763,-14.059674500071448,4,337
337,378,11.41687572396261,0.7003403390319769,-17.349293157491687,5,338
338,378,13.496720352463528,0.7194329896961903,-20.652327678000844,6,339
339,378,15.575251466590036,0.740914583371634,-23.926657326342323,7,340
340,378,17.65502908237944,0.764686170229226,-27.12362553144489,8,341
341,378,19.73377118267495,0.7904792244276851,-30.16658609284996,9,342
342,378,21.81332902886893,0.817862625719991,-32.95645104945737,10,343
343,378,23.892167121868493,0.8459999702665858,-35.348173406757994,11,344
344,378,25.971626136465943,0.8734552690161393,-37.1375572424309,12,345
345,378,28.050751723887213,0.897555879827763,-38.01330292832466,13,346
346,378,30.1291799967094,0.9130836783810788,-37.47289664150599,14,347
347,378,32.208526431152215,0.908936870476386,-34.659715431629856,15,348
348,378,34.28757876055764,0.8645823229165982,-28.53329644583449,16,349
349,378,36.36725477522903,0.7755138428691193,-20.13980143506569,17,350
350,378,38.44637903878908,0.6789739990285872,-12.53138585480028,18,351
351,378,40.52573668618554,0.5954939932018243,-6.435341808300262,19,352
352,378,42.60550712326301,0.5256378234964468,-1.4648020457618784,20,353
353,378,44.68421148039948,0.466654954534614,2.7254927603269152,21,354
354,378,46.76370654372806,0.4160516897021679,6.35992963763484,22,355
355,378,48.84194747210902,0.3720793361321279,9.57371484497883,23,356
356,378,50.92100921316439,0.3333836602138234,12.46098124843964,24,357
357,378,53.00180098919202,0.2989860536136515,15.084517473549248,25,358
