,particle_id,r,phi,z,layer_id,hit_id
2390,1274,3.100756241438188,-1.348012448101645,-1.2803685268711362,1,2391
2391,1274,5.179616970292409,-1.3689031231931266,-2.3764553860044657,2,2392
2392,1274,7.258911192552358,-1.3981605384019398,-3.742633208281056,3,2393
2393,1274,9.33786129854561,-1.609832193305028,1.2024783686896114,4,2394
2394,1274,11.417496237732356,-1.486988403337716,1.811848522523608,5,2395
2395,1274,13.496720705719794,-1.3988837062816664,1.760219630584487,6,2396
2396,1274,15.575556016729031,-1.3311440176250409,1.3536810024377317,7,2397
2397,1274,17.6545145579562,-1.2764258370069992,0.7068648332377236,8,2398
2398,1274,19.73429039693744,-1.2306051795810815,-0.120904611398334,9,2399
2399,1274,21.813637229714,-1.1912165737769191,-1.0923051099493364,10,2400
2400,1274,23.89329389578772,-1.1566388680772255,-2.18231304169548,11,2401
2401,1274,25.972088424117786,-1.1258064576431093,-3.371544486502128,12,2402
2402,1274,28.051291830789992,-1.0979399676569344,-4.646134861504532,13,2403
2403,1274,30.131090529942,-1.072489386263218,-5.994502128770911,14,2404
2404,1274,32.21000117138907,-1.0490640560209632,-7.405911197055357,15,2405
2405,1274,34.287606681330104,-1.027355448275962,-8.871707096346455,16,2406
2406,1274,36.36845105710399,-1.0070774611222388,-10.388009944365404,17,2407
2407,1274,38.4474253497261,-0.9880912584070636,-11.944864119582036,18,2408
2408,1274,40.52533328024152,-0.9702347318883218,-13.53720583918977,19,2409
2409,1274,42.60420149174928,-0.9533669732670192,-15.161565446849384,20,2410
2410,1274,44.684505358491656,-0.9373844583391188,-16.81378940904803,21,2411
2411,1274,46.76479783915098,-0.922215231424618,-18.48853167456912,22,2412
2412,1274,48.84402809924843,-0.9077963572253298,-20.180988291841253,23,2413
2413,1274,50.92144446786961,-0.8940730251839533,-21.88678807519029,24,2414
2414,1274,53.00170857865653,-0.880965796840798,-23.606191739778097,25,2415
