,particle_id,r,phi,z,layer_id,hit_id
128,283,3.100685822267219,1.1135076067671783,5.747850500074087,1,129
129,283,5.179191675592604,1.1339618758880805,10.503668913760226,2,130
130,283,7.258652925096228,1.1879797122885778,16.238545920827924,3,131
131,283,9.33786749639798,1.307603757405283,23.17888212860327,4,132
132,283,11.416788082315309,1.5540163404697347,30.08725760966188,5,133
133,283,13.495850142593635,1.608574712161202,20.23314981013019,6,134
134,283,15.575091654210503,1.6905866196038446,19.981039544788025,7,135
135,283,17.654930146200535,1.789437647708358,20.34283740499557,8,136
136,283,19.7341687160672,1.8816072289667232,20.85888322162513,9,137
137,283,21.81330346561419,1.9636942869741376,21.400734015792604,10,138
138,283,23.891863617557423,2.036534806193146,21.923025029259485,11,139
139,283,25.970991356153743,2.101765021324011,22.407863916095263,12,140
140,283,28.05014513967964,2.1608768603895907,22.84692585867602,13,141
141,283,30.13040912069744,2.215166714423738,23.236178895857087,14,142
142,283,32.20836746542339,2.2655849793193803,23.57238852961987,15,143
143,283,34.28922897004487,2.3131050774828945,23.85428219136074,16,144
144,283,36.36849089070512,2.35832678550638,24.079175868169823,17,145
145,283,38.44697690653743,2.401872610115792,24.245058939901213,18,146
146,283,40.52571437160892,2.4442925123824093,24.34952420109572,19,147
147,283,42.604771595375865,2.4860685876866726,24.389631215963163,20,148
148,283,44.68432387906312,2.5276612154716767,24.36194907452608,21,149
149,283,46.76380924083331,2.569513542818594,24.262531642941163,22,150
150,283,48.84299363552566,2.612094656088876,24.086889672865457,23,151
151,283,50.92088801508669,2.655902578090071,23.83005234783469,24,152
152,283,53.00128307811733,2.7016192381140582,23.48568122476264,25,153
