,particle_id,r,phi,z,layer_id,hit_id
0,12,3.10007739403192,-0.3375377096247796,1.9639780886618752,1,1
1,12,5.179501960347613,-0.2835096037481299,3.260247944010459,2,2
2,12,7.259257539199416,-0.2255078633561493,4.526300089522756,3,3
3,12,9.338525849675012,-0.1639670520675548,5.752114973451409,4,4
4,12,11.417177965009508,-0.0993582146965802,6.931699062775849,5,5
5,12,13.49681784072803,-0.0320564542717844,8.064905556161857,6,6
6,12,15.57527110693143,0.0375759590982297,9.15533850533632,7,7
7,12,17.654507792683788,0.1095296884881627,10.215270081739453,8,8
8,12,19.734006434095928,0.1839991937966434,11.26275938678667,9,9
9,12,21.81313474558857,0.2615228585149907,12.324254122452215,10,10
10,12,23.89238681465383,0.3431143067028954,13.437916050789427,11,11
11,12,25.97182363647736,0.4303406244543507,14.658241893341334,12,12
12,12,28.05070862444044,0.5255165658109651,16.065923002516378,13,13
13,12,30.1297181273165,0.6321066043086916,17.78791867625293,14,14
14,12,32.208976945753726,0.7548295907363223,20.0274668509253,15,15
15,12,34.28751736300936,0.8984183527804197,23.092718331347776,16,16
16,12,36.366887367599,1.0614746278538123,27.327161074789085,17,17
17,12,38.44612088233879,1.2251344932856858,32.75193030968673,18,18
18,12,40.52543512755896,1.3612023516921443,38.87540985657027,19,19
19,12,42.60449099726136,1.4559396353502685,45.09215274922431,20,20
20,12,44.68378655045988,1.514195236655174,50.88695865826313,21,21
21,12,46.762655433154585,1.5531310493574784,55.81318708053791,22,22
22,12,48.841896585898354,1.5986278740926674,59.35566100462603,23,23
23,12,50.920896252269046,1.6956535075841117,59.936073771616456,24,24
24,12,53.00040474485892,1.857298932828425,55.72892906944639,25,25
