,particle_id,r,phi,z,layer_id,hit_id
861,847,3.101445687903141,1.7840014374204152,3.6508052778656728,1,862
862,847,5.179492601587052,1.8764233889169664,5.971629293110947,2,863
863,847,7.259835868385191,1.9648965488504213,8.11403983495239,3,864
864,847,9.337784625321904,2.04556048071737,10.040093091957282,4,865
865,847,11.417470239090877,2.1169464049237754,11.753523177571989,5,866
866,847,13.497422179194944,2.178942486453635,13.272485560093209,6,867
867,847,15.57728548178987,2.232331124009024,14.623655770919374,7,868
868,847,17.654337006637807,2.2781451867298426,15.832494959049432,8,869
869,847,19.73516803941948,2.317615479342789,16.9266859514162,9,870
870,847,21.8133029453794,2.3515884524974,17.922969028762314,10,871
871,847,23.89441701675546,2.380985313381728,18.840897811736028,11,872
872,847,25.97310682191706,2.4064151545992662,19.692007678511345,12,873
873,847,28.051167243978973,2.428472559414411,20.48880228532025,13,874
874,847,30.12939085267348,2.447628802302272,21.241401691165933,14,875
875,847,32.21006243453314,2.4642788396340003,21.95894750091528,15,876
876,847,34.28750610270153,2.478689979076621,22.64678772214392,16,877
877,847,36.36903704728158,2.4911690250564464,23.3137880785231,17,878
878,847,38.44726583209873,2.501883136786597,23.963382429720266,18,879
879,847,40.52760243672875,2.5110381324277973,24.602630508987648,19,880
880,847,42.60637398793549,2.5187634018871643,25.235425934287896,20,881
881,847,44.686250773676754,2.5251904273579897,25.867418154762355,21,882
882,847,46.76354766052922,2.5304086757707327,26.50223670427682,22,883
883,847,48.84366404037467,2.5345125741047743,27.146329709422385,23,884
884,847,50.92214788672687,2.537556887737807,27.80328763185893,24,885
885,847,53.00002340551677,2.5395941198443763,28.478683078039005,25,886
