,particle_id,r,phi,z,layer_id,hit_id
1050,575,3.101790293180718,0.4045206193167383,-1.0767580670874253,1,1051
1051,575,5.180460356456583,0.3996471640590998,-1.791141554542925,2,1052
1052,575,7.258845567580653,0.3948278561471771,-2.4998674145651947,3,1053
1053,575,9.338208162977804,0.3900525030055076,-3.203491718460881,4,1054
1054,575,11.41986018814532,0.3853115341376761,-3.9025219433620606,5,1055
1055,575,13.496629253177938,0.3806151161355093,-4.594586010139004,6,1056
1056,575,15.578320921144105,0.3759354407906249,-5.282929562928153,7,1057
1057,575,17.65771811382774,0.3712835684153642,-5.965086403070714,8,1058
1058,575,19.73601901531473,0.3666519135980361,-6.6413450629610935,9,1059
1059,575,21.81428028002479,0.3620335803135651,-7.311886389515166,10,1060
1060,575,23.89336681081677,0.35742241001981,-7.976766127173612,11,1061
1061,575,25.973901911756563,0.3528130434984159,-8.635897017901343,12,1062
1062,575,28.05223307576905,0.3482098237678445,-9.28778715680945,13,1063
1063,575,30.132457320575583,0.3436001561040871,-9.933315953871984,14,1064
1064,575,32.21033753772749,0.3389901438427628,-10.570686873905188,15,1065
1065,575,34.289059128237426,0.3343696749111666,-11.200312036344002,16,1066
1066,575,36.36733642890149,0.3297388121858852,-11.821123115862,17,1067
1067,575,38.446967431058745,0.3250910419518971,-12.43285097812332,18,1068
1068,575,40.52527155720232,0.3204302130318072,-13.03375897884532,19,1069
1069,575,42.6057465066929,0.3157467768548225,-13.623721397248516,20,1070
1070,575,44.683684182601766,0.3110502336526748,-14.200052539463911,21,1071
1071,575,46.76312563416987,0.3063311583683851,-14.76224367357552,22,1072
1072,575,48.84266211910085,0.3015935334863946,-15.307889907511232,23,1073
1073,575,50.92169008263689,0.2968411412865805,-15.834345619640608,24,1074
1074,575,53.002265952678925,0.2920740262544347,-16.33896320126086,25,1075
