,particle_id,r,phi,z,layer_id,hit_id
1150,728,3.10013009526404,1.6084142813791176,4.993744891464175,1,1151
1151,728,5.179296778562884,1.6451577559642836,8.685661104762396,2,1152
1152,728,7.259005713181887,1.6823241040625805,12.645857111681352,3,1153
1153,728,9.338916837179314,1.7198889427088344,16.864424520864382,4,1154
1154,728,11.418158990926566,1.7578077865731143,21.32760435467896,5,1155
1155,728,13.497011566234397,1.7960469420385838,26.0212458611786,6,1156
1156,728,15.576456533776144,1.8345767551338072,30.93027426647364,7,1157
1157,728,17.6541905552158,1.8732985324426628,36.02899453967164,8,1158
1158,728,19.73450304697816,1.9122298978823509,41.30516964777442,9,1159
1159,728,21.81347456888968,1.951230319707068,46.723393544651344,10,1160
1160,728,23.89292043033665,1.990262866694779,52.25986131068412,11,1161
1161,728,25.971406031308245,2.029226116038563,57.87911556479892,12,1162
1162,728,28.051136939859266,2.068079608742143,63.55131205066919,13,1163
1163,728,30.12966044653256,2.106675752133098,69.22720996719619,14,1164
1164,728,32.2090375597198,2.1448923314651545,74.85667826026867,15,1165
1165,728,34.28838351738878,2.182366587065036,80.3501270239081,16,1166
1166,728,36.36711424952441,2.218012304128339,85.51963649104485,17,1167
1167,728,38.44609207076005,2.24512196054019,89.55620100086904,18,1168
1168,728,40.52516130354287,1.7760190174014323,54.56583919713394,19,1169
1169,728,42.604593106930885,1.6581899444399455,45.938169917412445,20,1170
1170,728,44.683420537323,1.5752654236809336,39.47630701015904,21,1171
1171,728,46.762778987958576,1.5102025110781634,34.06556417883443,22,1172
1172,728,48.84225264225962,1.4566062066375034,29.315189035678227,23,1173
1173,728,50.92122053513277,1.4112103981536628,25.04032716132521,24,1174
1174,728,53.00089725748974,1.372050319637348,21.13930256589056,25,1175
