,particle_id,r,phi,z,layer_id,hit_id
55,257,3.101758869256321,-0.7498734262999742,-1.7393787542872434,1,56
56,257,5.180762182573058,-0.7741324872013409,-2.902093058998976,2,57
57,257,7.2604662330531875,-0.7949175889061009,-4.050129226239745,3,58
58,257,9.338853184701742,-0.8126628747102169,-5.174343381891098,4,59
59,257,11.418071745605358,-0.8277698173167779,-6.269660914606592,5,60
60,257,13.497483848094772,-0.8405546627036796,-7.330836588993505,6,61
61,257,15.575364617079028,-0.8512823517584401,-8.353174561392562,7,62
62,257,17.656496114103675,-0.8602082364124987,-9.335917987616217,8,63
63,257,19.733719832451936,-0.8675016067700444,-10.273266329184734,9,64
64,257,21.8141829133952,-0.873360087512166,-11.166506780834778,10,65
65,257,23.892244687339208,-0.8779154794270038,-12.01162098578589,11,66
66,257,25.971340171594463,-0.8813061471852143,-12.808797449129132,12,67
67,257,28.05287582986421,-0.8836453335808451,-13.557457854589966,13,68
68,257,30.129666717341347,-0.8850269048380486,-14.254326481967228,14,69
69,257,32.21019288111731,-0.8855462927461638,-14.901699461669528,15,70
70,257,34.28799478317958,-0.8852806623900963,-15.497109867627096,16,71
71,257,36.3695551041568,-0.8843000706562258,-16.04210263234018,17,72
72,257,38.44887023312139,-0.8826709714064138,-16.53490699827491,18,73
73,257,40.52655351215908,-0.8804529543225217,-16.975789074821435,19,74
74,257,42.60691773161121,-0.8776940370157653,-17.36571018484545,20,75
75,257,44.68437015863188,-0.8744500978610903,-17.70381507147108,21,76
76,257,46.76368701823176,-0.8707583955344802,-17.991195591227395,22,77
77,257,48.842970192119125,-0.8666624499894943,-18.22788132762993,23,78
78,257,50.92393269921735,-0.8621959668106016,-18.41444331997045,24,79
79,257,53.0012571950355,-0.8574054181125581,-18.55097995624512,25,80
