,particle_id,r,phi,z,layer_id,hit_id
519,649,3.100605180935186,-1.90814914936706,1.0817757230309368,1,520
520,649,5.180104843929352,-1.9086324709131093,1.827097344044568,2,521
521,649,7.25995110352193,-1.90923854807116,2.5840134560759296,3,522
522,649,9.340180119798973,-1.9099660282102675,3.348769903693708,4,523
523,649,11.417619228237486,-1.9108148032022103,4.116373537660664,5,524
524,649,13.49710398065906,-1.9117908520709808,4.884659830878576,6,525
525,649,15.576990753786172,-1.9129009457173864,5.648835643656547,7,526
526,649,17.65472670035495,-1.9141547203923608,6.4034288840133655,8,527
527,649,19.7345969571398,-1.915570751164525,7.144924717520681,9,528
528,649,21.813561854984123,-1.917169351324376,7.866401161788424,10,529
529,649,23.893956222079737,-1.918983151343016,8.561738861352659,11,530
530,649,25.972057862848057,-1.921051525877268,9.221211043982144,12,531
531,649,28.051372293755765,-1.9234384640474007,9.835066990024336,13,532
532,649,30.12987348118496,-1.92623063740414,10.38806717727703,14,533
533,649,32.20899654049428,-1.929566639117688,10.859723801058976,15,534
534,649,34.287915189359175,-1.9336707666287904,11.21759533448366,16,535
535,649,36.36776867203968,-1.9389602091494151,11.40603159532413,17,536
536,649,38.44625364243479,-1.9463429066290976,11.308763478120577,18,537
537,649,40.52514507281039,-1.9588409871411128,10.565200740237344,19,538
538,649,40.52473083305203,-2.027526731065461,3.4156861597100345,19,539
539,649,38.445411136050375,-2.063958503011887,-0.1617689080268505,18,540
540,649,36.36562337436399,-2.0978501367094147,-3.077664409850435,17,541
541,649,34.28682735156441,-2.132708639490211,-5.693125274614374,16,542
542,649,32.207244308324064,-2.1701474347677348,-8.12969783003188,15,543
543,649,30.12720174049688,-2.211470320233748,-10.446947491289349,14,544
544,649,28.049230649460288,-2.2580693659795457,-12.680555323746336,13,545
545,649,25.970126972690217,-2.3118822158497685,-14.863978245131626,12,546
546,649,23.89027202136205,-2.3755693162392766,-17.025490607764265,11,547
547,649,21.812100069003183,-2.453158646293208,-19.196821145187712,10,548
548,649,19.73250289040857,-2.551787777349411,-21.432476977732183,9,549
549,649,17.65385673604747,-2.685309347382722,-23.82862788248472,8,550
550,649,15.57427486968606,-2.891557273785493,-26.666786465958964,7,551
551,649,15.57561573842776,2.4024025639689968,-36.30610806485868,7,552
552,649,17.655573684240082,2.1945140426974024,-38.74540119930971,8,553
553,649,19.73436943664608,2.0591179116361933,-40.68692367910191,9,554
554,649,21.81397775258256,1.9583854345192573,-42.40874825511466,10,555
555,649,23.893422880724994,1.878423076564474,-44.004695430584654,11,556
556,649,25.97279164473478,1.8122082412879976,-45.5206981761478,12,557
557,649,28.05000258117956,1.7556956369056311,-46.98203274451055,13,558
558,649,30.12932762814611,1.706140716478117,-48.40948129274868,14,559
559,649,32.21060261614692,1.6617542389383235,-49.81612406332599,15,560
560,649,34.28876045163319,1.6213148311937893,-51.20960077132333,16,561
561,649,36.36830480935562,1.583698099511688,-52.60319101934358,17,562
562,649,38.44765304631501,1.5480697358069877,-54.0064292289473,18,563
563,649,40.52641384191748,1.513633610172046,-55.43127378397023,19,564
564,649,42.60530552848474,1.4795237401309222,-56.89403604588986,20,565
565,649,44.684497506191214,1.4446378596483729,-58.4181913632184,21,566
566,649,46.76344217111476,1.407157846178858,-60.04434865780109,22,567
567,649,48.84225668434069,1.362605505143217,-61.87052653821793,23,568
568,649,48.84157452458364,1.1906800655237024,-64.56833288897795,23,569
569,649,46.76209292258627,1.1520134037118392,-63.48132006543759,22,570
570,649,44.68226828076821,1.1204644940618669,-62.09091511427337,21,571
571,649,42.60377507020989,1.0915743122684216,-60.49423406550285,20,572
572,649,40.52428624041509,1.0634774052875946,-58.72788802636109,19,573
573,649,38.44548787196191,1.0350920054606323,-56.81320534745145,18,574
574,649,36.36530166152251,1.0055294327886235,-54.75957327521339,17,575
575,649,34.286564885213274,0.974023120579757,-52.5760412909091,16,576
576,649,32.20732045552361,0.9396753869702644,-50.26301818374748,15,577
577,649,30.128906497878663,0.9014761899204752,-47.82070312681834,14,578
578,649,28.04857643518848,0.8580480813886682,-45.24006664363248,13,579
579,649,25.97058814038473,0.8076814104400283,-42.51461068958805,12,580
580,649,23.89032393665507,0.7476565908920539,-39.61663827208668,11,581
581,649,21.81246381704621,0.6740693315340638,-36.5134737126652,10,582
582,649,19.73161158185976,0.5798207249563795,-33.12140192352555,9,583
583,649,17.652856153094845,0.4514913427336163,-29.282280882005825,8,584
584,649,15.57474216273996,0.2527166649420158,-24.49824985521873,7,585
585,649,15.575412919514305,-0.7371711418946453,-6.38232706895392,7,586
586,649,17.655611562628824,-0.9421154353606562,-1.7656958492192274,8,587
587,649,19.73487244782499,-1.0772874528617065,1.868488207472936,9,588
588,649,21.812615226543404,-1.179085118022099,5.01210505100201,10,589
589,649,23.893090453829952,-1.26132569489356,7.83279166972148,11,590
590,649,25.972425070067423,-1.330722527918194,10.395749791852914,12,591
591,649,28.050070868481857,-1.391300958973224,12.735521474147896,13,592
592,649,30.130480687122706,-1.4457461865100114,14.874546743767937,14,593
593,649,32.20995799685463,-1.495677699350256,16.817459281763277,15,594
594,649,34.28892542661164,-1.542310842907922,18.568915628944133,16,595
595,649,36.36867125633312,-1.586524174716994,20.13189109341716,17,596
596,649,38.4463729468453,-1.628860624148134,21.505883807868805,18,597
597,649,40.52513323329826,-1.669801317464758,22.69520674835397,19,598
598,649,42.60509474476771,-1.7096229378181445,23.70325516971142,20,599
599,649,44.68511761400533,-1.748470470746656,24.534908029690413,21,600
600,649,46.76446151910004,-1.7864161605131688,25.19771070488082,22,601
601,649,48.842363225555054,-1.8234736004329903,25.701500195905467,23,602
602,649,50.92202662889604,-1.859686371661541,26.05859141561504,24,603
603,649,53.00166756528954,-1.8949863317870976,26.28132538003589,25,604
