Complexity,Loss,Equation
1,1760.2766,"-43.195873"
3,672.8752,"x0 * -0.5594774"
5,585.9962,"(x0 * -0.0043489803) * x0"
7,571.3354,"x0 * ((x0 * -0.0031790414) + -0.15767212)"
9,571.31506,"(x0 * ((x0 * -0.0031296862) + -0.16765772)) - -0.41705686"
