Complexity,Loss,Equation
1,1760.2766,"-43.195477"
3,672.8752,"x0 * -0.5594774"
5,583.7576,"(x0 ^ 1.8877716) * -0.0075097047"
6,542.64056,"neg(exp(sqrt(x0 * 0.1402646)))"
8,541.6302,"neg(exp(sqrt(x0 * 0.1402646))) - 1.0808684"
9,501.7007,"x0 * ((-1.2816767e-8 * (x0 ^ 3.3815918)) - 0.3602916)"
